service_id,label_en,label_fr,org
1754,Estates Management,Gestion des successions,aandc-aadnc
1753,Living Estates: Individual trust account payout requests,Biens des personnes vivantes: Demandes de paiement d'un compte individuel en fiducie,aandc-aadnc
1752,Indian Moneys Expenditure Requests,Demandes de dépenses d'argent des Indiens,aandc-aadnc
1751,Provide funding to First Nations for transfers of band moneys,Fournir des fonds aux Premières nations pour les transferts d'argent de la bande,aandc-aadnc
1750,"Tides, Currents and Water Levels (CHS)","Marées, courants et niveaux d'eau (SHC)",dfo-mpo
1749,Pacific Integrated Commercial Fisheries Initiative Contribution Agreements,Ententes de contribution de l’Initiative de pêche commerciale intégrée du Pacifique (IPCIP),dfo-mpo
1748,Northern Integrated Fisheries Initiative Contribution Agreements,Ententes de contribution de l'InitiativeInitiative des pêches commerciales intégrées du Nord (IPCIN),dfo-mpo
1747,Nautical Charts and Publications,Cartes marines et services,dfo-mpo
1746,Ministerial Correspondence,Correspondence ministerielle,dfo-mpo
1745,Marine Environmental Data Section (MEDS),Section des données sur le milieu marin,dfo-mpo
1744,Lake Ontario and St. Lawrence River water levels,Niveaux d'eau du Lac Ontario et du fleuve Saint-Laurent,dfo-mpo
1742,Global oceanographic in situational data from the Global Telecommunication Syste,Données océanographiques dans situational mondiales du Système mondial de télécommunications,dfo-mpo
1741,Access to information,Accès à l'information,dfo-mpo
1740,Atlantic Integrated Fisheries Initiative Contribution Agreements,Ententes de contribution de l'Initiative des pêches commerciales intégrées de l'Atlantique (IPCIA),dfo-mpo
1739,Aboriginal Fund for Species at Risk Contribution Agreements,Ententes de contribution des Fonds autochtones pour les espèces en péril (FAEP),dfo-mpo
1738,"Aboriginal Fisheries Strategy Food, Social and Ceremonial (FSC) Contribution Agr","Accords de contribution relatifs aux pêches autochtones à des fins alimentaires, sociales et rituelles (ASR) dans le cadre de la Stratégie relative aux pêches autochtones",dfo-mpo
1737,Aboriginal Aquatic Resource & Ocean Management Contribution Agreements,Ententes de contribution du Programme autochtone de gestion des ressources aquatiques et océaniques,dfo-mpo
1736,Public Enquiries,Renseignements au public,aandc-aadnc
1735,Enterprise Information and Records Management (EIRM),Gestion des archives et de l'information de l'entreprise (GAIE),aandc-aadnc
1734,Departmental Library,Bibliothèque ministérielle,aandc-aadnc
1733,Physical Security: Access Control,Sécurité physique: contrôle des accès,isc-sac
1732,Personnel Security,Service de sécurité aux employés,isc-sac
1731,Enterprise Information and Records Management,Gestion des archives et de l'information de l'entreprise,isc-sac
1729,Federal On-Reserve School Operations and Funding,Financement et fonctionnement des écoles fédérales dans les réserves,isc-sac
1726,Financial Literacy,Littératie financière,fcac-acfc
1725,Social Security Tribunal Secretariat Call Centre,Centre d'appels du secrétariat du Tribunal de la sécurité sociale,atssc-scdata
1724,Jacob Finkelman Library,Bibliothèque Jacob Finkelman,atssc-scdata
1720,Request for assistance for outbreak or Federal public health surge support(s),Demande d'assistance pour de l'aide en cas d'éclosion ou la poussée fédérale de la santé soutient,phac-aspc
1718,Environmental Assessment done by Substitution,Évaluation environnementale par substitution,iaac-aeic
1717,Access to Information and Privacy,Accès à l'information et la protection des renseignements personnels,isc-sac
1716,ecoENERGY for Housing - Enquiries,écoÉNERGIE pour l'habitation – Demandes de renseignements,nrcan-rncan
1715,Access to Information and Privacy,Accès à l’information et protection des renseignements personnels,nrcan-rncan
1714,Environmental Assessment done by the Agency,Évaluations environnementales réalisées par l'Agence,iaac-aeic
1713,"David Florida Laboratory: Spacecraft assembly, integration and testing centre","Laboratoire David-Florida : Centre d'intégration, d'assemblage et d'essai d'engins spatiaux",csa-asc
1712,Natural Resources Canada Library,Bibliothèque de Ressources naturelles Canada,nrcan-rncan
1711,Open Science & Technology Repository (OSTR),Dépôt ouvert des sciences & technologies (DOST),nrcan-rncan
1710,Environmental Assessment done by Review Panels,Évaluation environnementale par une commission d'examen,iaac-aeic
1709,National Air Photo Library,Photothèque nationale de l'air,nrcan-rncan
1708,Geo.ca,Geo.ca,nrcan-rncan
1707,Access to Information and Privacy,Accès à l'information et protection des renseignements personnels,vac-acc
1706,Access to Information and Privacy (ATIP),Accès à l'information et la protection des renseignements personnels,aandc-aadnc
1705,Corporate and common service management and delivery for DM and MIN offices,Services corporatif et services communs livré aux bureaux des ministres et des sous-ministres,dfatd-maecd
1704,"Strategic Governance, Ministerial Correspondence","Gouvernance stratégique, Correspondance ministérielle",dfatd-maecd
1703,Ministerial non-GIC appointments and GIC non-diplomatic appointments,Nominations ministérielles non effectuées par le gouverneur en conseil et nominations non diplomatiques effectuées par le gouverneur en conseil,dfatd-maecd
1702,Parliamentary Affairs,Relations avec le Parlement,dfatd-maecd
1701,Aircraft Operations and Maintenance Training,Formation sur les opérations et l'entretien des aéronefs,tc
1700,Intelligence Surveillance Reconnaissance,"Renseignement, surveillance et reconnaissance",tc
1699,Authentication of documents,Authentification des documents,dfatd-maecd
1698,Export and Import Permit Service,Service des licences d'exportation et d'importation,dfatd-maecd
1697,Jules Léger Library,Bibliothèque Jules-Léger,dfatd-maecd
1696,Export Import Control Systems Support,Prise en charge des Systèmes des contrôles à l'exportation et à l'importation,dfatd-maecd
1695,Canadian sanctions,Sanctions canadiennes,dfatd-maecd
1694,Results Based Management (RBM) resources (center of excellence),Ressources en matière de Gestion axée sur les résultats (GAR),dfatd-maecd
1693,Results-based management (RBM) and risk management information sessions provided,Appui fourni aux partenaires potentiels et existants en matière de gestion axée sur les résultats (GAR) et gestion du risque,dfatd-maecd
1691,Grants and Contributions for International Assistance,Subventions et contributions pour l'aide internationale,dfatd-maecd
1690,Access to Information and Privacy,Accès à l’information et protection des renseignements personnels,dfatd-maecd
1689,Global Logistics Services,Services logistiques mondiaux,dfatd-maecd
1688,International Procurement and Contracting Services,Services internationaux d'approvisionnement et de contrats,dfatd-maecd
1686,"Professional and Technical Services (e.g. architectural, engineering and interio","Services professionnels et techniques (services d’architecture, d’ingénierie et de design d’intérieur, par exemple)",dfatd-maecd
1685,International Project Delivery Services,Services internationaux de réalisation de projets,dfatd-maecd
1684,Real Property Transactions Services,Services de transactions immobilières,dfatd-maecd
1683,Missions Operations,Opérations des missions,dfatd-maecd
1682,Capital Project Delivery Services,Services de Réalisation de Projets immobiliers,dfatd-maecd
1681,Engineering Services,Services d'ingénierie,dfatd-maecd
1680,"Physical Security Abroad – Security, Maintenance and Service Line Delivery","Sécurité Physique à l'étranger - Sécurité, Entretien et Service d'Exécution des Projets de ligne",dfatd-maecd
1679,Canadian Impact Assessment Registry,Registre canadien d’évaluation d’impact,iaac-aeic
1678,Grants and Contributions,Subventions et Contributions,iaac-aeic
1677,The Canadian Astronomy Data Centre (CADC),Le Centre canadien de données astronomiques (CCDA),nrc-cnrc
1676,Diesel testing and certification,Essai et certification des moteurs diesel,nrcan-rncan
1675,Transportation Fuels website,Site Web Info-Carburant,nrcan-rncan
1674,Canadian Certified Reference Materials Project,Projet canadien des matériaux de référence certifiés,nrcan-rncan
1673,NDTCB: Written examination for the CNSC’s exposure device operator certification,Organisme de certification nationale en essais non destructifs de Ressources naturelles Canada : examen écrit de certification des opérateurs d'appareils d'exposition de la Commission canadienne de sûreté nucléaire,nrcan-rncan
1672,NDTCB: Portable tube-based X-ray fluorescence analyzer operator certification,Organisme de certification nationale en essais non destructifs de Ressources naturelles Canada : certification des opérateurs d'analyseur à fluorescence rayons X à tube à rayons X portatif,nrcan-rncan
1671,Canadian Space Agency Class Grants and Contributions Program,Programme global des subventions et contributions de l'Agence spatiale canadienne,csa-asc
1670,NDTCB: General Standards Board certification for non-destructive testing,Organisme de certification nationale en essais non destructifs de Ressources naturelles Canada : certification par l'Office des normes générales du Canada en essais non destructifs,nrcan-rncan
1669,Aircraft Maintenance,Entretien des aéronefs,tc
1668,Aircraft Engineering,Service de génie en aéronautique,tc
1666,Aircraft Services Logistics,Logistique entourant le services des aéronefs,tc
1665,Hangar and Ground Handling,Hangars et services au sol,tc
1664,Access to Information and Privacy,Accès à l'information et protection des renseignements personnels,tc
1663,Drone safety,Sécurité des drones,tc
1662,Aviation security,Sûreté aérienne,tc
1661,Operating airports and aerodromes,Exploitation d'aéroports et d'aérodromes,tc
1660,Licensing for aircraft maintenance engineers (AME),Licences de technicien d'entretien d'aéronefs (TEA),tc
1659,Training of pilots and aviation personnel,Instructeurs de vol et personnel de l'aviation,tc
1658,Public enquiries,Demandes du public,csa-asc
1657,SmartWay Transportation Partnership,Partenariat de transport SmartWay,nrcan-rncan
1656,NRCan searchable product list for regulated and ENERGY STAR certified products,List de produts interrogeables de RNCan permettant de rechercher des produits réglementés et certifiés ENERGY STAR,nrcan-rncan
1655,General operating and flight rules,Règles générales d'utilisation et de vol des aéronefs,tc
1654,"Greening Government Services, and Federal Buildings Initiative",Services pour un gouvernement vert et l'Initiative des bâtiments fédéraux,nrcan-rncan
1653,ENERGY STAR® Portfolio Manager Energy Benchmarking Tool,Outil d'analyse comparative ENERGY STAR® Portfolio Manager,nrcan-rncan
1652,Pipeline Arbitration Secretariat,Secrétariat d'arbitrage des pipelines,nrcan-rncan
1651,Aviation accidents and investigations,Accidents d'aviation et enquêtes,tc
1650,Air navigation services,Services de navigation aérienne,tc
1649,Registering and leasing aircraft,Immatriculation et location des aéronefs,tc
1648,Licensing for pilots and personnel,Délivrance de licences pour les pilotes et le personnel,tc
1647,Security Screening,Contrôle de sécurité,nrcan-rncan
1646,"Processing, by an employee of the Department of Transport, of a medical certific","Traitement par un employé du ministère des Transports d'un certificat médical relativement à une licence de pilote ou à un permis de pilote, sauf un permis d'élève-pilote",tc
1645,"Importing, Exporting and Transporting-in-Transit Permits","Permis d'Importation, exportation et transport en transit",nrcan-rncan
1644,Control of Explosives Precursor Chemicals (Restricted Components),Contrôle des précurseurs chimique d’explosifs (composants d’explosif limités),nrcan-rncan
1643,National Fireworks Certification Program,Programme national de certification des artificiers,nrcan-rncan
1642,Analysis and Certification of Explosives,Analyse et certification des explosifs,nrcan-rncan
1641,Authorization of explosives,Autorisation des explosifs,nrcan-rncan
1640,"Licences for the manufacture, storage and sale of explosives","Licences pour la fabrication, l'entreposage et la vente des explosifs",nrcan-rncan
1639,Provide Environmental Assessment Related Technical Advice,Fournir des conseils techniques connexes à l'évaluation environnementale,aandc-aadnc
1638,Aircraft airworthiness,Navigabilité des aéronefs,tc
1637,Commercial air services,Services aériens commerciaux,tc
1636,Payments to other governments or international agencies for the operation and ma,"Versements aux autres gouvernements ou organismes internationaux pour l'exploitation et l'entretien des aéroports, des installations de navigation aérienne et des voies aériennes",tc
1635,Grant to the International Civil Aviation Organization (ICAO) for Cooperative De,Subvention au Programme de développement coopératif de la sécurité opérationnelle et de maintien de la navigabilité de l'Organisation de l'aviation civile internationale (OACI),tc
1634,Grants and Contributions to Support Clean Transportation Initiatives,Subventions et contributions pour soutenir des initiatives de transport propre,tc
1633,Veteran Family Program,Programme pour les familles des vétérans,vac-acc
1632,Grants and Contributions to support the Transportation Assets Risk Assessment In,Subventions et contributions pour soutenir l'initiative d'évaluation des risques liés aux actifs de transport,tc
1631,Grants and Contributions to support the Northern Transportation Adaptation Initi,Subventions et contributions pour soutenir l'initiative d'adaptation du transport dans le nord,tc
1629,Ministerial and Deputy Correspondance,Correspondance ministérielle et du sous-ministre,tc
1628,Financial Recognition for Veterans' Caregivers,Reconnaissance financière pour les aidants de vétérans,vac-acc
1627,Respond to designation requests by Canadian airlines,Répondre aux demandes de désignation des lignes aériennes canadiennes,tc
1626,Enforce the Coasting Trade Act - Penalties and Periods of Sanction,Application de la loi sur le cabotage - Sanctions et périodes de sanction,tc
1625,Transport Canada Situation Centre,Centre d'intervention de Transports Canada,tc
1624,Program to Advance Indigenous Reconciliation,Programme visant à favoriser la réconciliation avec les peuples autochtones,tc
1623,Innovative Solutions Canada,Solutions Innovatrices Canada,tc
1622,Marine training and certification of individuals,Formation et certification maritime,tc
1621,Program to Advance Transportation Innovation: Program to Advance Connectivity an,Programme de promotion de l'innovation en matière de transport : Programme de promotion de la connectivité et l'automatisation du système de transports,tc
1620,Vessel inspection and certification,Inspection et certification des bâtiments,tc
1619,Public Ports - Wharfage & Transfer,Service de quayage et de transfert,tc
1618,Public Ports - Utilities and Other Services,Services publics et autres services,tc
1617,"Incident Management & Response (Coast Guard reports, Duty Officer, PNR Arctic mo",Urgences maritimes,tc
1616,Boating Safety Contribution Program,Programme de contributions pour la sécurité nautique,tc
1615,Public Ports - Storage,Service d'entreposage,tc
1614,Vessel licensing and registration,Permis et immatriculation des bateaux,tc
1613,Public Ports - Berthage,Service d'amarrage,tc
1612,"Vessel design, construction and maintenance","Conception, construction et entretien des bâtiments",tc
1611,Marine pollution and environmental response,Pollution marine et intervention environnementale,tc
1610,Marine accidents and investigations,Accidents maritimes et enquêtes,tc
1609,Marine security,Sûreté maritime,tc
1608,Approval of ‘works' on Canada's navigable waterways under the Canadian Navigable,Approbation d'ouvrages sur les voies navigables du Canada en vertu de la Loi sur la protection de la navigation.,tc
1607,Harbour Dues,Service de port,tc
1606,Management of obstructions to navigation,Gestion des obstacles à la navigation,tc
1605,Annual Mobile Equipment Registration,L'enregistrement annuelle d'équipement mobile,tc
1604,Emergency Response Services Outside Normal Operating hours,Services d'intervention d'urgence en dehors des heures normales de service,tc
1603,"Aircraft Landing – Domestic, International and Flying Training","Atterrissage d'avions – Vols intérieurs, internationaux et instruction de vol",tc
1602,General Terminal: Domestic and International,Accès à l'aérogare : Vols intérieurs et internationaux,tc
1600,Vehicle Parking,Stationnement des véhicules,tc
1598,Aircraft Parking,Stationnement des aéronefs,tc
1596,Remote Passenger Rail Program,Programme de contributions pour les services ferroviaires voyageurs,tc
1595,Transportation Association of Canada,Association des transports du Canada,tc
1594,Ports Asset Transfer Program,Programme de transfert des installations portuaires,tc
1593,Payments to the Canadian National Railway Company in respect of the termination,Versements à la Compagnie des chemins de fer nationaux du Canada (CN) à la suite de l’abolition des péages sur le pont Victoria à Montréal et pour la réfection de la voie de circulation du pont (législatif),tc
1592,Outaouais Road Development Agreement,Entente d'aménagement des routes de l'Outaouais,tc
1591,Northumberland Strait Crossing subsidy payment under the Northumberland Strait C,Paiement de subvention pour l'ouvrage de franchissement du détroit de Northumberland selon la Loi sur l'ouvrage de franchissement du détroit de Northumberland (législatif).,tc
1590,Labrador Coastal Airstrips Restoration Program,Programme de réfection des bandes d'atterrissage de la côte du Labrador,tc
1589,Grant to the Province of British Columbia in respect of the provision of ferry a,Subvention à la province de la Colombie-Britannique à l'égard de la prestation de services de traversier et de cabotage pour marchandises et voyageurs,tc
1588,Issuance of Kimberley Process certificates for the export of rough diamonds,Délivrance des certificats du Processus de Kimberley pour l'exportation des diamants bruts,nrcan-rncan
1587,Ferry Services Contribution Program,Programme de contribution pour les services de traversier,tc
1586,"Allowances to former employees of Newfoundland Railways, Steamships and Telecomm","Allocations aux anciens employés des services des chemins de fer, des navires à vapeur et des télécommunications de Terre-Neuve mutés aux Chemins de fer nationaux du Canada",tc
1585,Airport Operations and Maintenance Subsidy Program,Programme de subvention à l'exploitation et à l'entretien des aéroports,tc
1584,Airport Capital Assistance Program (ACAP),Programme d'aide aux immobilisations aéroportuaires,tc
1583,Major Project Management Office Tracker,Suivi des projets du Bureau de gestion des grands projets,nrcan-rncan
1582,CANUTEC - Canadian Transport Emergency Centre,CANUTEC - Centre canadien d'urgence transport,tc
1581,Approval of Emergency Response Assistance Plans (ERAP),l'agrément des plans d'intervention d'urgence (PIU),tc
1580,Transportation of Dangerous Goods Program,Le programme du Transport des marchandises dangereuses,tc
1579,Road Safety Transfer Payment Program,Programme de paiement de transfert de sécurité routière,tc
1578,Public Enquiries,Renseignements au public,nrcan-rncan
1577,Road security,Sûreté routière,tc
1576,Media Enquiries,Demandes des médias,nrcan-rncan
1575,Research and testing on vehicles and child car seats,Sièges d'auto pour enfant et véhicules : Recherche et mise à l'essai,tc
1574,"Motor Carriers, Commercial Vehicles and Drivers","Exigences pour véhicules utilitaires, transporteurs routiers et les conducteurs",tc
1573,Innovative technologies,Technologies novatrices,tc
1572,Vehicle Importation to and Manufacturing in Canada,Importation et fabrication de véhicules au Canada,tc
1571,School bus safety activities,Activités de sécurité des autobus scolaires,tc
1570,Stay safe when driving,Conduire en toute sécurité,tc
1569,"Safety standards for vehicles, tires and child car seats","Normes de sécurité pour véhicules, pneus et sièges d'auto pour enfants",tc
1568,Driver Assistance Technologies,Technologies d'aide à la conduite,tc
1567,"Defects and recalls of vehicles, tires and child car seats","Défauts et rappels de véhicules, de pneus et de sièges d'auto pour enfants",tc
1566,Child car seat safety,Sécurité des sièges d'auto pour enfants,tc
1565,Rail security,Sûreté du transport ferroviaire,tc
1564,Rail Safety Improvement Program (RSIP),Programme d'amélioration de la sécurité ferroviaire (PASF),tc
1563,Conduct outreach and training sessions for other government departments and Indi,Organiser des séances de sensibilisation et de formation pour les autres ministères et les entreprises autochtones.,aandc-aadnc
1562,Operating a federal railway,Exploitation d'un chemin de fer fédéral,tc
1561,"Legal Advice, Counsel, and Representation for Veterans","Avis, conseils et représentation juridiques destinés aux vétérans",vac-acc
1560,IRAP Advisory Services through Contributions to Organizations,Services-conseils du PARI - contributions aux organismes,nrc-cnrc
1558,IRAP Advisory Services to Firms,Services consultatifs du PARI aux entreprises,nrc-cnrc
1557,Certified Reference Materials,Matériaux de référence certifiés,nrc-cnrc
1556,Calibration laboratory assessment service,Service d'évaluation des laboratoires d'étalonnage,nrc-cnrc
1555,Instrument Calibration Services,Services d'étalonnage d'instruments,nrc-cnrc
1554,Canada's official time,Heure officielle du Canada,nrc-cnrc
1553,Codes Canada,Codes Canada,nrc-cnrc
1552,Research Services,Services de recherches,nrc-cnrc
1551,Technical Services,Services techniques,nrc-cnrc
1550,Access to Information and Privacy Acts,Lois sur l'accès à l'information et la protection des renseignements personnels,nrc-cnrc
1549,Federal Science Libraries Network (FSLN),Réseau des bibliothèques scientifiques fédérales (RBSF),nrc-cnrc
1548,International Events and Convention Services Program (IECSP),Programme des services aux événements internationaux et aux congrès (PSEIC),cbsa-asfc
1547,National Science Library,Bibliothèque scientifique nationale,nrc-cnrc
1546,Management of exemptions of prohibited activities on navigable waterways,Gestion des exemption en lien avec des activités interdites sur les eaux navigables,tc
1545,Receiver of Wreck Program under the Canada Shipping Act 2001,Programme des receveur d'épaves en vertu de la Loi de 2001 sur la marine marchande du Canada,tc
1544,Enforcement of Private Buoy Regulations for privately owned floating information,Règlement sur les bouées privées pour les balises d'information flottantes appartenant à des particuliers en vertu de la Loi de 2001 sur la marine marchande du Canada.,tc
1543,National Trade Corridors Fund,Fonds national des corridors commerciaux,tc
1542,Asia-Pacific Gateway and Corridor Transportation Infrastructure Fund,Fonds d'infrastructure de transport de l'Initiative de la Porte et du Corridor de l'Asie-Pacifique,tc
1541,Gateways and Border Crossings Fund,Fonds pour les portes d'entrée et les passages frontaliers,tc
1540,Border Infrastructure Fund (Infrastructure Canada Program - TC manages agreement,Fonds sur l'infrastructure frontalière (programme d'Infrastructure Canada - TC gère des ententes pour le compte d'Infrastructure Canada),tc
1539,Canada Strategic Infrastructure Fund (Infrastructure Canada Program - TC manages,Fonds canadien sur l'infrastructure stratégique (programme d'Infrastructure Canada - TC gère des ententes pour le compte d'Infrastructure Canada),tc
1538,Building Canada Fund (Infrastructure Canada Program - TC manages agreements on b,Fonds Chantiers Canada (programme d'Infrastructure Canada - TC gère des ententes pour le compte d'Infrastructure Canada),tc
1537,Program to Protect Canada's Coastlines and Waterways,Programme de protection du littoral et des voies navigables du Canada,tc
1536,Community Participation Funding Program,Programme de financement de la participation communautaire,tc
1535,Contribution Program for the Centre of Excellence for the Marine Transportation,Programme de contribution au Centre d’excellence pour le transport maritime des hydrocarbures et de gaz naturel liquéfié (GNL),tc
1534,Social Media Responses to Public Enquiries,Réponses aux demandes de renseignements publiques dans les médias sociaux,isc-sac
1532,Funds to Support Education and Training for Veterans,Fonds pour appuyer les études et la formation des vétérans,vac-acc
1531,Social media responses to public enquiries,Réponses aux demandes de renseignements publiques dans les médias sociaux,aandc-aadnc
1530,Industry Advisory Service / Northern Projects Management Office (NPMO),Soutien de l'industrie / Le Bureau de gestion des projets nordiques (BGPN),cannor
1529,Media Enquiries,Demandes des médias,aandc-aadnc
1528,Media Enquiries,Demandes des médias,isc-sac
1527,Case Management,Gestion de cas,vac-acc
1526,Public Screenings,Projections publiques,nfb-onf
1525,Flight Operations,Operations Aériennes,tc
1524,Canadian Wildland Fire Information System,Système canadien d'information sur les feux de végétation,nrcan-rncan
1523,Atlantic Immigration Pilot - Application for Permanent Residence,Programme pilote d'immigration au Canada atlantique - Demande de résidence permanente,cic
1522,Canadian Spatial Reference System,Système canadien de référence spatiale,nrcan-rncan
1521,Canadian Hazards Information Service (Targeted),Service canadien d'information sur les risques (ciblé),nrcan-rncan
1520,Global Skills Strategy - Work Permit Application,Stratégie en matière de compétences mondiales - Demande de Permis de travail,cic
1519,Earth Observation Data Service,Service de données d'observation de la Terre,nrcan-rncan
1518,Responses to queries from Authorized Representatives,Réponses aux questions des représentants,cic
1516,Privacy,Protection des renseignements personnels,cic
1515,Ice Assistance Emergency Program,Programme d'urgence d'aide liée aux conditions des glaces,dfo-mpo
1514,Access to Information,Accès à l’information,cic
1513,Global Assistance to Irregular Migrants,Aide mondiale aux migrants irréguliers,cic
1512,IRCC Web Validation Portal,"Portail de validation Web de l'Immigration, réfugiés et Cittoyeneté Canada",cic
1511,Authorization to return to Canada,Autorisation de revenir au Canada,cic
1510,Renunciation of Permanent Residency,Renonciation au statut de résident permanent,cic
1508,Determination of Rehabilitation for criminality or serious criminality,Décision sur la réadaptation dans les cas de criminalité ou de grande criminalité,cic
1506,NFB Archives,ONF Archives,nfb-onf
1504,Physical Security: Access Control,Sécurité physique: contrôle des accès,aandc-aadnc
1503,Amendments to historical records or valid Temporary Resident documents,Modifications apportées à des dossiers historiques ou à des documents de résident temporaire valides,cic
1502,Personnel Security,Service de sécurité aux employés,aandc-aadnc
1501,Verification of Status / Replacement of Immigration Document,Vérification du statut ou remplacement d'un document d'immigration,cic
1500,Certifying true copies of part of a passport or another travel document,Certifier les copies conformes d'une partie d'un passeport ou d'un autre titre de voyage,cic
1499,Addition of an observation in a passport or other travel document,Ajout d’une observation sur un passeport ou un autre titre de voyage,cic
1498,Addition of a special stamp in a passport or other travel document,Ajout d'une estampille spéciale sur le passeport ou un autre titre de voyage,cic
1497,Visa facilitation for Official Travel,Facilitation de l'octroi des visas pour les voyages officiels,cic
1496,Issuance of an Emergency Travel Document,Délivrance d'un Titre de voyage d'urgence,cic
1495,Refugee Travel Document,Titre de voyage pour réfugiés,cic
1494,Certificate of Identity,Certificat d'identité,cic
1493,Issuance of Special Passports,Délivrance de Passeport spécial,cic
1492,Issuance of a Diplomatic Passport,Délivrance d'un Passeport diplomatique,cic
1491,Issuance of a Regular Passport,Délivrance d'un Passeport régulier,cic
1490,Citizenship Education & Outreach,Éducation et sensibilisation à la citoyenneté,cic
1489,Search of Citizenship Records,Recherche de documents de citoyenneté,cic
1488,Proof of Citizenship,Preuve de citoyenneté,cic
1487,Renunciation of Citizenship,Répudiation de la citoyenneté,cic
1486,Resumption of Citizenship,Réintégration de la citoyenneté,cic
1485,Application for Grant of Citizenship - Adopted Individual,Demande d'attribution de citoyenneté à une personne adoptée,cic
1484,Application for Grant of Citizenship - Stateless Individual with a Canadian pare,Demande d'attribution de citoyenneté aux personnes apatrides avec un parent canadien,cic
1483,Provide crown land quarry permits/leases,Fournir des permis ou des baux d'exploitation de carrière sur des terres de la Couronne,aandc-aadnc
1482,"Citizenship Grant- Application for Citizenship under Sections 5(1), 5(2), of the",Attribution de citoyenneté - Demande de citoyenneté au titre des articles 5 (1) et 5(2) de la Loi sur la citoyenneté,cic
1481,Medical Surveillance Notification,Notification de la surveillance médicale,cic
1480,Provision of Interim Federal Health Program coverage to eligible beneficiaries,Couverture pour les bénéficiaires admissibles au Programme fédéral de santé intérimaire,cic
1475,Climate Research Data,Données pour la recherche sur le climat,csa-asc
1474,Satellite-based Automated Identification of Ships (S-AIS) Data Services,Services de données du système d'identification automatique spatioporté (AIS),csa-asc
1473,Space Astronomy & Space Situational Awareness Imagery,Imagerie spatiale pour la surveillance de l'espace et l'astronomie spatiale,csa-asc
1472,Access to Information and Privacy,Accès à l'information et protection des renseignements personnels,erc-cee
1471,Interim Federal Health: Reimbursements to Health Care Professionals,Remboursement dans le cadre du programme fédéral de santé intérimaire,cic
1470,Resettlement Assistance Program Transfer Payments: Income Support to Refugees in Canada,Paiements de transfert du Programme d'aide à la réinstallation: Soutien du revenu aux réfugiés au Canada,cic
1469,Space situational awareness (SSA) analysis reports (CRAMS),Rapports d'analyses de surveillance de l'espace (CRAMS),csa-asc
1468,The International Charter: Space and Major Disasters,Charte Internationale: espace et catastrophes majeures,csa-asc
1467,Earth Observation Satellite Data services,Services des données satellitaires en observation de la terre,csa-asc
1466,Resettlement Assistance Program Transfer Payments: Contributions to Service Provider Organisations,Paiements de transfert du Programme d'aide à la réinstallation: Contributions aux fournisseurs de services,cic
1465,Issuance of a Permanent Resident Travel Document,Délivrance d'un titre de voyage de résident permanent,cic
1464,Permanent Resident Card Renewals & Replacements,Renouvellement et remplacement de carte de résident permanent,cic
1463,Pre-removal Risk Assessment,Examen des risques avant renvoi,cic
1462,Larkin Kerwin Library,Bibliothèque Larkin-Kerwin,csa-asc
1461,Federal Internship for Newcomers Program,Programme fédéral de stage pour les nouveaux arrivants,cic
1460,Settlement Transfer Payments,"Paiements de transfert, Programme d’établissement",cic
1459,The Issuance of a Danger Opinion,Émission d'un avis de danger,cic
1458,Access to information and privacy,Accès à l'information et protection des renseignements personnels,csa-asc
1457,In-Canada Asylum Claim,Octroi de l'asile au Canada,cic
1456,Search and Rescue,recherche et sauvetage,pc
1455,Protected Person & Dependants - Permanent Residence,Personne protégée et personnes à charge - Résidence Permanente,cic
1454,One-year window - Application for Permanent Residence of eligible dependants,Délai prescrit d'un an - demande de résidence permanente de personnes à charge admissibles,cic
1453,Immigration Loan,Prêts aux immigrants,cic
1452,Fire Management,Gestion du Feu,pc
1451,Humanitarian Public Policy - Application for resettlement to Canada,Politique d'intérêt public humanitaire -Demande de réinstallation au Canada,cic
1450,Resettled Refugees - Permanent Residence,Réfugiés réinstallés - Résidence Permanente,cic
1449,Humanitarian & Compassionate - Application for Permanent Residence,Motifs d'ordre humanitaire - Demande de résidence permanente,cic
1447,Temporary Resident Permit Holder - Application for Permanent Residence,Titulaire d'un Permis de séjour temporaire - Demande de résidence permanente,cic
1446,Spouse or common-law partner in Canada - Application for Permanent Residence,Époux ou conjoints de fait au Canada - Demande de résidence permanente,cic
1445,Access to Information and Privacy,Accès à l’information et protection des renseignements personnels,sshrc-crsh
1444,Other Relatives - Sponsorship for Permanent Residence,Autres membres de la famille - Parrainage pour la résidence permanente,cic
1443,Parents and Grandparents - Application for Permanent Residence,Parents et grands-parents - Demande de résidence permanente,cic
1442,Family Class Priority - Application for Permanent Residence,Demandes prioritaires de la catégorie du regroupement familial - Demande de résidence permanente,cic
1441,Provincial Nominees - Application for Permanent Residence,Candidats des provinces - Demande de résidence permanente,cic
1440,"Quebec Business (Entrepreneur, Investor, Self-employed) - Application for Perma","Gens d'affaires au Québec (entrepreneurs, investisseurs, travailleurs autonomes) - Demande de résidence permanente",cic
1439,Quebec Skilled Workers/Trades - Application for Permanent Residence,Travailleurs qualifiés – Québec - Demande de résidence permanente,cic
1438,Caring for Children or for People with High Medical Needs - Application for Perm,Garde d'enfants ou soins aux personnes ayant des besoins médicaux élevés - Demande de résidence permanente,cic
1437,Live In Caregivers - Application for Permanent Residence,Aides familiaux résidants - Demande de résidence permanente,cic
